kommune,1992K1,1992K2,1992K3,1992K4,1993K1,1993K2,1993K3,1993K4,1994K1,1994K2,1994K3,1994K4,1995K1,1995K2,1995K3,1995K4,1996K1,1996K2,1996K3,1996K4,1997K1,1997K2,1997K3,1997K4,1998K1,1998K2,1998K3,1998K4,1999K1,1999K2,1999K3,1999K4,2000K1,2000K2,2000K3,2000K4,2001K1,2001K2,2001K3,2001K4,2002K1,2002K2,2002K3,2002K4,2003K1,2003K2,2003K3,2003K4,2004K1,2004K2,2004K3,2004K4,2005K1,2005K2,2005K3,2005K4,2006K1,2006K2,2006K3,2006K4,2007K1,2007K2,2007K3,2007K4,2008K1,2008K2,2008K3,2008K4,2009K1,2009K2,2009K3,2009K4,2010K1,2010K2,2010K3,2010K4,2011K1,2011K2,2011K3,2011K4,2012K1,2012K2,2012K3,2012K4,2013K1,2013K2,2013K3,2013K4,2014K1,2014K2,2014K3,2014K4,2015K1,2015K2,2015K3,2015K4,2016K1,2016K2,2016K3,2016K4,2017K1,2017K2,2017K3,2017K4,2018K1,2018K2,2018K3,2018K4,2019K1,2019K2,2019K3,2019K4,2020K1,2020K2,2020K3,2020K4,2021K1,2021K2,2021K3,2021K4,2022K1,2022K2,2022K3,2022K4,2023K1,2023K2,2023K3,2023K4,2024K1,2024K2,2024K3,2024K4,2025K1,2025K2,2025K3,2025K4
Silkeborg,3828.0,4182.0,3822.0,3773.0,3790.0,4173.0,4185.0,4052.0,4185.0,4253.0,4106.0,4202.0,4195.0,4174.0,4480.0,4683.0,4775.0,5102.0,5118.0,5318.0,5382.0,5622.0,5556.0,5868.0,6357.0,6499.0,6470.0,6123.0,6532.0,6679.0,7051.0,7130.0,7284.0,7198.0,7275.0,6779.0,7157.0,7423.0,7200.0,7143.0,7354.0,7586.0,7369.0,7457.0,7422.0,7407.0,7861.0,8056.0,8356,8141.0,8186.0,9002,8971.0,9050,9771,9761,11861.0,11116.0,11735.0,13824.0,12896.0,13250.0,13562,13124.0,12949.0,13461,13897.0,13121.0,12200.0,13103.0,12221,11800.0,12614.0,12287.0,12085.0,12497.0,11736.0,12238.0,11811.0,11375.0,11559.0,11561.0,11913.0,11692.0,11895,10702.0,11750.0,11401.0,10785.0,11879.0,11572.0,11264.0,11608.0,12457.0,12004.0,12512.0,11929.0,11479,13145,13045,12577.0,13108.0,13471,14238,12995,13190.0,13629,13480.0,13477,13835,14429,14127,14011.0,14652,15202.0,15326,15237,15904,14979,15721.0,15650,16031.0,16731,14948,15628.0,15426.0,16646,15745.0,17190.0,16474,17189,15740.0,16729.0,17181.0,17683.0,17315.0
Skanderborg,4499.0,4653.0,4125.0,4304.0,4264.0,4475.0,4820.0,4627.0,4918.0,4875.0,4857.0,4667.0,4998.0,4930.0,4952.0,5297.0,5707.0,6090.0,6242.0,6154.0,6765.0,6724.0,6651.0,7124.0,7032.0,7454.0,6849.0,7314.0,7788.0,7936.0,7923.0,7865.0,8242.0,8332.0,8293.0,7814.0,8331.0,8660.0,8326.0,8159.0,8712.0,8672.0,9176.0,8792.0,8983.0,9212.0,9384.0,9428.0,9089,9692.0,10401.0,9829,10260.0,11520,11966,12990,13324.0,13739.0,14696.0,14498.0,15004.0,15019.0,14555,14976.0,14799.0,14953,14267.0,14286.0,13189.0,12492.0,13742,14110.0,13742.0,13287.0,14608.0,14409.0,14167.0,13164.0,13481.0,13805.0,12243.0,14049.0,13657.0,12788.0,13426,14264.0,14340.0,14206.0,13532.0,13549.0,13637.0,13410.0,14217.0,14649.0,14678.0,15049.0,15016.0,15099,15371,15326,14843.0,15832.0,15480,14935,15978,15045.0,16293,15265.0,16112,17118,17416,16640,16470.0,17419,17093.0,17109,18394,18839,18731,19008.0,19214,19422.0,18382,18600,19155.0,18164.0,19003,20550.0,19230.0,19495,20610,20209.0,19462.0,20240.0,19637.0,21681.0
Syddjurs,3471.0,3195.0,3444.0,3197.0,3016.0,3325.0,3305.0,3543.0,3486.0,3426.0,3726.0,3861.0,3724.0,3727.0,3754.0,4122.0,4191.0,4060.0,4140.0,4544.0,4813.0,4424.0,4847.0,4729.0,5029.0,5048.0,5372.0,5106.0,5335.0,5431.0,5939.0,5815.0,5947.0,6088.0,5933.0,5716.0,6061.0,5949.0,6159.0,6023.0,5865.0,6129.0,6056.0,5661.0,5935.0,6435.0,6615.0,6568.0,6540,7167.0,7815.0,7847,7511.0,7250,8532,9664,9795.0,10124.0,11577.0,10697.0,11151.0,12126.0,11317,11364.0,11836.0,12076,11603.0,11048.0,9311.0,9948.0,10441,9845.0,10721.0,10973.0,9659.0,10186.0,10407.0,11003.0,10379.0,9191.0,9383.0,8590.0,9183.0,8737.0,9747,9359.0,9239.0,9092.0,9436.0,9270.0,9783.0,10146.0,9319.0,10223.0,9998.0,10474.0,10862.0,10115,9227,9999,9741.0,11013.0,10638,9262,11031,10726.0,10777,10288.0,9512,11187,11057,10874,11422.0,11080,12001.0,12257,13176,13237,12168,12337.0,11838,12760.0,11837,10894,11728.0,12993.0,13164,11397.0,12650.0,12638,12126,14208.0,14211.0,13316.0,13927.0,13401.0
Århus,5398.0,5417.0,5259.0,5409.0,4994.0,5425.0,5562.0,5451.0,5692.0,5707.0,5816.0,6046.0,6125.0,6094.0,6310.0,6676.0,6906.0,7078.0,7389.0,7706.0,8000.0,8284.0,8328.0,8335.0,8545.0,8977.0,9085.0,9170.0,9204.0,9533.0,9662.0,9368.0,9474.0,9765.0,9712.0,10136.0,10248.0,10167.0,10269.0,9776.0,9941.0,10490.0,10725.0,10411.0,10683.0,10962.0,11039.0,11024.0,11597,12494.0,12416.0,13318,13959.0,14935,16208,17117,18057.0,19563.0,19794.0,18904.0,19472.0,19488.0,19202,19118.0,18721.0,18847,18382.0,16811.0,16330.0,17136.0,16981,17086.0,17445.0,18566.0,17997.0,18320.0,18650.0,17780.0,17842.0,17072.0,17366.0,17923.0,17626.0,18174.0,17877,18240.0,17922.0,18202.0,18057.0,18164.0,18303.0,18629.0,19649.0,19826.0,19833.0,19583.0,19889.0,20660,20572,20067,20387.0,21119.0,20874,20358,21076,22495.0,21827,21717.0,21951,21981,22847,22831,22481.0,22935,24120.0,24965,26084,26188,26541,26763.0,26714,27326.0,26489,26600,26090.0,27291.0,25989,27401.0,25672.0,27112,26718,27525.0,27326.0,28638.0,28856.0,29239.0
Herning,3689.0,4059.0,3726.0,3717.0,3728.0,3843.0,3826.0,4114.0,4156.0,4290.0,3998.0,4165.0,4329.0,4455.0,4457.0,4618.0,4815.0,4863.0,4737.0,4747.0,5192.0,5179.0,5179.0,5085.0,5325.0,5523.0,5503.0,5556.0,5579.0,5869.0,5714.0,5852.0,5792.0,5922.0,5779.0,5686.0,5969.0,5921.0,5998.0,6035.0,6170.0,5862.0,6460.0,6042.0,5652.0,6348.0,6411.0,6312.0,6492,6421.0,6807.0,6797,6918.0,7324,7583,8088,8066.0,8383.0,9434.0,9114.0,9531.0,10218.0,9940,9631.0,10157.0,9773,9778.0,9629.0,8982.0,9382.0,9642,9782.0,8961.0,9655.0,8815.0,8716.0,9729.0,9578.0,8858.0,8990.0,9294.0,9562.0,9691.0,8394.0,8919,9355.0,9633.0,9258.0,8466.0,9330.0,9173.0,9412.0,8838.0,9414.0,9685.0,9167.0,9541.0,9591,9869,9188,9712.0,9927.0,10059,9399,9971,10500.0,9809,10460.0,9760,10123,10589,10745,10390.0,9931,10520.0,10636,11478,11053,11034,10680.0,11549,11377.0,11127,10399,11017.0,10835.0,10689,10493.0,11355.0,10764,11071,11212.0,10367.0,11331.0,10543.0,10761.0
Holstebro,3978.0,4041.0,3781.0,3764.0,3801.0,4296.0,4350.0,4222.0,4433.0,4740.0,4598.0,4376.0,4868.0,4734.0,4939.0,5288.0,5155.0,5145.0,5514.0,5571.0,5516.0,5882.0,5654.0,5251.0,5692.0,6144.0,5727.0,5796.0,6006.0,6333.0,5996.0,5830.0,6189.0,6258.0,6280.0,6151.0,6428.0,6616.0,6463.0,6399.0,6351.0,6776.0,6820.0,5986.0,6384.0,6864.0,6953.0,6596.0,7019,7383.0,7172.0,7093,7811.0,7987,8167,8567,8967.0,8589.0,9140.0,8798.0,10061.0,10225.0,10018,10198.0,10946.0,10337,9416.0,9542.0,10020.0,10630.0,9465,9093.0,10184.0,10261.0,9856.0,9918.0,9641.0,8953.0,9934.0,10483.0,9091.0,9151.0,9784.0,8737.0,9373,9338.0,9316.0,9498.0,8871.0,9847.0,9342.0,9355.0,9973.0,9747.0,8729.0,9534.0,9377.0,9867,9583,8867,10044.0,10046.0,9488,9574,10094,9927.0,9989,9535.0,9760,10361,9944,10478,9695.0,11086,11188.0,12056,11052,11323,11554,11338.0,11374,11172.0,10738,10290,11927.0,9887.0,10120,10814.0,11304.0,11342,10897,11177.0,11534.0,10992.0,10427.0,11096.0
Ikast-Brande,3698.0,3355.0,3234.0,3421.0,3269.0,3444.0,3537.0,3521.0,3915.0,3663.0,3625.0,3639.0,3819.0,3881.0,3738.0,3853.0,4017.0,4168.0,4348.0,4285.0,4579.0,4472.0,4789.0,4961.0,4796.0,4749.0,5217.0,5135.0,5131.0,5202.0,5107.0,5442.0,5305.0,5508.0,5379.0,5452.0,5264.0,5589.0,5474.0,5575.0,5519.0,5713.0,5505.0,5162.0,5582.0,5811.0,5741.0,5319.0,5621,6048.0,5942.0,6034,6148.0,6330,6625,6688,6839.0,7382.0,7289.0,7471.0,7885.0,8526.0,9077,8246.0,9488.0,8780,9193.0,8542.0,9787.0,8012.0,8046,8584.0,8246.0,8955.0,8500.0,8561.0,8737.0,8186.0,8271.0,7387.0,8102.0,7931.0,8507.0,8259.0,7413,7424.0,7979.0,7800.0,7937.0,8076.0,7380.0,7721.0,7788.0,8584.0,7459.0,7461.0,8204.0,7750,8042,7907,8718.0,9028.0,8816,8384,8002,8940.0,9435,8507.0,9021,9117,9223,8642,8740.0,9157,8868.0,9010,10184,10016,9517,9046.0,10142,9068.0,8567,8895,9164.0,9781.0,9612,7975.0,9485.0,9716,8992,9368.0,9820.0,9084.0,9840.0,9241.0
Lemvig,2505.0,2403.0,2656.0,2536.0,2767.0,2936.0,3268.0,2645.0,2819.0,2646.0,2531.0,2685.0,2687.0,3004.0,2528.0,2957.0,3081.0,2938.0,3188.0,3056.0,3298.0,3193.0,3283.0,3277.0,3472.0,3532.0,3347.0,3462.0,3739.0,3764.0,3897.0,3632.0,3655.0,3647.0,4291.0,4029.0,3925.0,3691.0,3931.0,3811.0,3775.0,4093.0,3621.0,3683.0,4094.0,4012.0,4453.0,4320.0,4161,4650.0,3851.0,4308,4807.0,4527,4211,4534,5366.0,4872.0,4811.0,4772.0,5022.0,5012.0,5761,5999.0,5901.0,5846,5578.0,5345.0,5190.0,5698.0,5520,5933.0,5368.0,5505.0,5873.0,5281.0,5265.0,5885.0,5874.0,4514.0,4929.0,5272.0,4099.0,4839.0,5005,4915.0,4552.0,4323.0,6180.0,5509.0,5269.0,5063.0,5560.0,3481.0,5187.0,4837.0,4961.0,4062,4584,4882,5820.0,4882.0,5434,5038,4983,5453.0,4885,5017.0,5100,5230,5265,5104,5789.0,5142,5170.0,6003,5645,5775,6582,6085.0,7004,6192.0,5495,5482,5653.0,5327.0,5621,5985.0,6187.0,5901,5118,5195.0,6676.0,6850.0,5494.0,6456.0
Ringkøbing-Skjern,3209.0,3055.0,3196.0,3106.0,2941.0,3020.0,3356.0,3161.0,3448.0,3530.0,3482.0,3212.0,3626.0,3577.0,3839.0,3757.0,3693.0,3849.0,3782.0,4090.0,4005.0,4293.0,4201.0,4219.0,4173.0,4504.0,4304.0,4199.0,4694.0,4841.0,4318.0,4704.0,4713.0,4976.0,4841.0,4827.0,4778.0,4791.0,4862.0,5037.0,5119.0,5380.0,5129.0,4806.0,4997.0,5361.0,5432.0,5216.0,4769,5442.0,5694.0,5894,5537.0,6011,5434,5857,5888.0,6260.0,6012.0,6334.0,6537.0,6811.0,6660,6732.0,7234.0,7174,7540.0,6850.0,7027.0,6880.0,6662,7072.0,6618.0,6821.0,7000.0,6999.0,6581.0,6592.0,6403.0,6829.0,6615.0,5971.0,6451.0,5506.0,6195,6135.0,5988.0,6553.0,5923.0,5999.0,6009.0,5680.0,6554.0,6258.0,5468.0,5892.0,5547.0,5986,5967,6274,6280.0,6419.0,6618,6341,6665,6688.0,6347,7147.0,7109,6737,7109,6676,7165.0,6495,7314.0,7295,7250,7461,7503,7548.0,7054,7236.0,7190,6919,6800.0,6504.0,7420,7701.0,7538.0,7901,7404,7722.0,7630.0,7348.0,8416.0,7050.0
Skive,3169.0,3238.0,3186.0,3266.0,3264.0,3564.0,3329.0,3384.0,3463.0,3489.0,3505.0,3399.0,3565.0,3613.0,3416.0,3829.0,3703.0,3914.0,3829.0,3825.0,3905.0,4082.0,3897.0,4213.0,4435.0,4178.0,4164.0,4052.0,4505.0,4522.0,4556.0,4510.0,4414.0,5012.0,4617.0,4805.0,4830.0,4603.0,4321.0,4542.0,4589.0,4572.0,4653.0,4868.0,4837.0,5057.0,4749.0,4994.0,5317,5287.0,5074.0,5079,5226.0,5298,5466,5071,5515.0,5695.0,5688.0,5514.0,5717.0,5667.0,5965,5750.0,5871.0,7351,6898.0,6707.0,6413.0,7470.0,6948,7005.0,7125.0,6401.0,6213.0,6756.0,6664.0,6936.0,5854.0,6681.0,6900.0,6668.0,6576.0,6567.0,6667,7018.0,6419.0,6286.0,6951.0,5634.0,6550.0,6082.0,6686.0,6091.0,5793.0,6224.0,6852.0,5932,6048,6385,5566.0,6543.0,6185,6603,7110,6036.0,6499,6543.0,5586,6866,6312,6057,5731.0,6018,7008.0,6484,6614,6756,6809,6920.0,6848,6397.0,6474,6786,6738.0,6807.0,6068,6356.0,6594.0,6170,6530,6130.0,6907.0,5995.0,7280.0,7135.0
Struer,3380.0,3594.0,3436.0,4753.0,3113.0,3365.0,3442.0,3659.0,3316.0,3362.0,3627.0,3512.0,3663.0,3591.0,3635.0,3698.0,4157.0,4201.0,3956.0,4070.0,4411.0,4476.0,4480.0,4651.0,4491.0,4949.0,4688.0,4450.0,5206.0,4670.0,4735.0,4814.0,5391.0,5249.0,4952.0,4835.0,5148.0,5532.0,5053.0,4863.0,5665.0,5192.0,4965.0,5317.0,4998.0,5228.0,5794.0,5764.0,4818,6623.0,6558.0,4768,5162.0,5572,5907,6678,7044.0,7007.0,6864.0,8403.0,8094.0,8060.0,7954,8081.0,8798.0,8562,7763.0,7035.0,7748.0,7688.0,7866,7277.0,7167.0,7502.0,7103.0,6992.0,7439.0,7238.0,8344.0,6914.0,6970.0,7848.0,6904.0,6253.0,6638,6552.0,7031.0,6968.0,6033.0,6583.0,6361.0,6349.0,5768.0,7008.0,6046.0,8224.0,6135.0,7643,6825,6500,5814.0,6483.0,6007,7192,5587,7766.0,6580,6779.0,6893,7445,6539,7219,7737.0,7632,6418.0,7020,7880,7101,7183,7242.0,7064,7346.0,7108,7282,7486.0,8290.0,6947,6130.0,7242.0,7053,7611,7809.0,7241.0,6807.0,7009.0,7176.0
Viborg,3721.0,3717.0,3470.0,3417.0,3574.0,3679.0,3779.0,3656.0,3699.0,3742.0,3934.0,3928.0,3768.0,3857.0,3631.0,4119.0,4090.0,4339.0,4251.0,4311.0,4743.0,4615.0,4644.0,4855.0,5028.0,5276.0,5082.0,4937.0,5350.0,5507.0,5499.0,5669.0,5670.0,5709.0,5820.0,5845.0,5935.0,5772.0,6093.0,5817.0,6059.0,6068.0,5877.0,5961.0,5906.0,6291.0,6226.0,6332.0,6764,6915.0,6464.0,6495,7153.0,7305,7343,7443,7818.0,8333.0,8418.0,8543.0,9215.0,8958.0,9292,9691.0,10071.0,9957,9447.0,9466.0,9818.0,9836.0,9037,9309.0,9572.0,9777.0,9782.0,8668.0,8738.0,9056.0,8198.0,8346.0,8700.0,8137.0,8867.0,8380.0,8272,8703.0,7881.0,8367.0,8863.0,8810.0,8117.0,8195.0,8626.0,9023.0,8690.0,8569.0,9140.0,9650,8890,9175,8818.0,8901.0,9133,9581,9564,9596.0,9385,10098.0,9474,10336,9833,10296,10210.0,9985,10074.0,10118,9898,10505,10941,10609.0,10676,10352.0,10029,9504,9860.0,10525.0,10434,9993.0,10045.0,10071,10654,10886.0,10869.0,11010.0,10315.0,11728.0
Brønderslev,2677.0,3021.0,2798.0,2991.0,2610.0,3085.0,3024.0,3331.0,2867.0,3280.0,3077.0,3334.0,3176.0,3269.0,3322.0,3028.0,3470.0,3534.0,3543.0,3814.0,3675.0,4044.0,3593.0,3863.0,4224.0,3920.0,3891.0,4340.0,4534.0,4402.0,4439.0,4653.0,3951.0,4779.0,4479.0,4771.0,4717.0,4824.0,4640.0,4668.0,4813.0,5122.0,4641.0,4880.0,4460.0,5206.0,4828.0,4844.0,4824,5506.0,5384.0,5602,5210.0,5256,5775,5356,5607.0,6499.0,5990.0,6246.0,6522.0,6588.0,7019,7235.0,7048.0,7108,7075.0,7166.0,8225.0,7604.0,7258,7335.0,7386.0,6713.0,7092.0,6193.0,6271.0,7355.0,7203.0,6309.0,6799.0,6310.0,6553.0,6351.0,7218,6682.0,6309.0,6593.0,7034.0,6299.0,7873.0,6640.0,7471.0,7111.0,7480.0,6527.0,7183.0,7453,6951,7297,8041.0,6592.0,7251,7156,7249,7766.0,7776,7163.0,7489,7214,8523,8228,7601.0,7220,7618.0,7624,7815,7358,8188,7550.0,7964,7693.0,7052,7434,7711.0,7428.0,7534,7120.0,7946.0,7847,8169,8124.0,7274.0,8772.0,7674.0,8969.0
Frederikshavn,3640.0,3645.0,3475.0,3562.0,3301.0,3392.0,3529.0,3584.0,3777.0,4056.0,3866.0,3969.0,3983.0,3983.0,3861.0,3931.0,3840.0,4226.0,4279.0,4601.0,4599.0,4444.0,4455.0,4571.0,4816.0,4719.0,4652.0,4954.0,5182.0,5150.0,5037.0,4572.0,5300.0,5114.0,5411.0,5344.0,5456.0,5545.0,5475.0,5244.0,5410.0,5900.0,5619.0,5103.0,5731.0,5616.0,6016.0,6056.0,5878,6404.0,6229.0,6105,6469.0,7102,7010,6948,7137.0,8115.0,8136.0,7807.0,7947.0,8995.0,9209,7815.0,8826.0,8623,7914.0,8504.0,7748.0,8695.0,9129,9050.0,8379.0,9806.0,8751.0,8003.0,7933.0,8162.0,8638.0,7370.0,8885.0,8948.0,8081.0,7728.0,7947,8249.0,8667.0,7391.0,7893.0,8683.0,8211.0,7586.0,8184.0,7957.0,8531.0,7651.0,7757.0,7688,9338,8081,8167.0,7836.0,8067,9216,8785,8874.0,10086,8452.0,8563,8308,9305,8644,9570.0,11308,9923.0,9228,10663,10143,10307,9061.0,10054,9628.0,9780,8239,9174.0,10016.0,10803,8475.0,9258.0,9719,9365,8638.0,8590.0,9020.0,10463.0,8100.0
Hjørring,3305.0,3292.0,3270.0,3059.0,3084.0,3242.0,3513.0,3234.0,3464.0,3612.0,3569.0,3512.0,3495.0,3481.0,3809.0,3643.0,3675.0,3759.0,3623.0,3902.0,3807.0,3998.0,4072.0,4381.0,4117.0,4338.0,4342.0,4271.0,4364.0,4594.0,4569.0,4807.0,4486.0,4854.0,4466.0,4368.0,4880.0,4711.0,4661.0,4696.0,4722.0,5053.0,5005.0,5046.0,5039.0,5089.0,4971.0,5143.0,5177,5005.0,5222.0,5384,5491.0,5754,6075,5642,6253.0,6364.0,6203.0,6518.0,6873.0,7465.0,6960,7613.0,7374.0,7322,7412.0,7445.0,6843.0,7351.0,6970,7343.0,7356.0,7747.0,7403.0,8077.0,7498.0,7393.0,6743.0,6780.0,7627.0,7447.0,7095.0,6537.0,7060,6432.0,6548.0,6535.0,6503.0,7389.0,6541.0,6850.0,7030.0,6512.0,7013.0,6740.0,7098.0,7579,7616,6980,7133.0,7721.0,7160,7577,7215,7287.0,7648,8213.0,7411,7863,7470,7760,8093.0,7258,8105.0,7309,7666,8438,8767,7890.0,7710,8674.0,8116,7631,7867.0,8338.0,7814,8298.0,7988.0,7756,7347,8641.0,7902.0,8186.0,8360.0,8171.0
Jammerbugt,2825.0,2846.0,3043.0,2571.0,2540.0,3036.0,2894.0,2830.0,3044.0,3245.0,3235.0,2994.0,3184.0,3049.0,3082.0,3326.0,3395.0,3338.0,3377.0,3510.0,3397.0,3756.0,4008.0,3998.0,4006.0,4202.0,4232.0,3918.0,4253.0,4459.0,4471.0,4483.0,4576.0,4265.0,4998.0,4607.0,4950.0,4746.0,5026.0,4681.0,4958.0,4695.0,4604.0,4890.0,4881.0,5072.0,5353.0,5290.0,5065,5792.0,5423.0,4989,5442.0,5888,5918,6020,6062.0,6280.0,6391.0,6976.0,6650.0,7545.0,7705,7004.0,7744.0,7083,7557.0,7284.0,6460.0,7614.0,6901,7613.0,6962.0,7714.0,7292.0,7227.0,6738.0,6702.0,6678.0,7108.0,7279.0,6645.0,6751.0,6461.0,6922,7281.0,6918.0,7521.0,6844.0,7812.0,6523.0,6384.0,6951.0,8264.0,7262.0,7146.0,7258.0,8045,7626,7181,8344.0,8082.0,8481,7948,7326,8170.0,7785,7264.0,7972,7721,7182,7069,8037.0,8813,7688.0,8660,9261,7946,8461,8162.0,7975,8966.0,6799,8053,8094.0,7944.0,7256,7487.0,8844.0,9289,9083,8368.0,8216.0,7970.0,7493.0,8241.0
Læsø,,2885.0,3117.0,2676.0,2861.0,2694.0,2390.0,2911.0,2842.0,1747.0,3313.0,2568.0,2570.0,,2626.0,2695.0,2968.0,2436.0,2681.0,3118.0,2465.0,2587.0,2807.0,3204.0,2599.0,2633.0,2753.0,2976.0,3299.0,3225.0,3819.0,4642.0,3501.0,3479.0,3532.0,3635.0,3400.0,3521.0,4435.0,,3090.0,4069.0,3439.0,5154.0,4338.0,4370.0,3655.0,4505.0,3204,5914.0,,4702,4265.0,5224,3627,5844,,6641.0,,7424.0,,7374.0,7075,,,6997,,,,,7296,,,,6419.0,,,,,,,,8110.0,,5791,6291.0,,,,,5749.0,,,6718.0,,,,4019,5106,5934,,,6520,6661,6373,,10209,6146.0,5449,7808,5778,5646,,7673,,6663,5887,8764,5635,,6224,,8935,7535,,,6335,,,7832,7011,,,,,
Mariagerfjord,2758.0,2954.0,2774.0,2641.0,2911.0,2987.0,3085.0,3019.0,2983.0,3029.0,3070.0,3220.0,3271.0,3408.0,3207.0,3440.0,3464.0,3539.0,3611.0,3879.0,3540.0,3977.0,4152.0,3868.0,4120.0,4545.0,4409.0,4282.0,4682.0,4555.0,4535.0,4517.0,4658.0,4573.0,4853.0,5050.0,5047.0,4743.0,5022.0,4506.0,4893.0,4957.0,4614.0,5147.0,4883.0,5263.0,5014.0,5035.0,5172,5570.0,5545.0,5603,5874.0,6024,6192,6561,7284.0,6990.0,7111.0,7083.0,7823.0,7816.0,7866,7497.0,7691.0,8202,7334.0,7772.0,7061.0,8013.0,8082,7319.0,7944.0,7813.0,7191.0,7561.0,7092.0,8328.0,6961.0,7154.0,6898.0,7692.0,6290.0,7030.0,6963,7340.0,6649.0,6467.0,5813.0,7149.0,6820.0,6804.0,6642.0,7123.0,6782.0,6449.0,8580.0,6751,6812,7418,6961.0,6756.0,7814,7439,7159,7808.0,7222,7316.0,6978,7639,8080,7653,6816.0,7640,7667.0,7771,7873,7748,8295,8468.0,7443,8349.0,8351,7274,8008.0,8478.0,7331,8077.0,8478.0,8372,8982,9078.0,8928.0,7955.0,8741.0,7848.0
Morsø,2706.0,2754.0,2702.0,2571.0,2607.0,2794.0,2791.0,2571.0,2694.0,2898.0,2666.0,2578.0,2621.0,2696.0,2877.0,3030.0,2986.0,2943.0,2750.0,3046.0,2969.0,3215.0,2938.0,3249.0,3031.0,3216.0,3125.0,3100.0,3261.0,2902.0,3344.0,4099.0,3092.0,4120.0,3847.0,4060.0,3750.0,3616.0,3458.0,3543.0,3530.0,3808.0,3443.0,3651.0,3537.0,3919.0,3575.0,4079.0,4071,3919.0,4358.0,3449,4334.0,4744,4671,4599,4342.0,4495.0,4901.0,4513.0,5049.0,4882.0,5734,4941.0,5983.0,5459,5406.0,5807.0,5777.0,5451.0,5622,5059.0,5323.0,5732.0,6177.0,6065.0,5480.0,4588.0,4252.0,4101.0,4612.0,4533.0,4753.0,4480.0,4792,4337.0,5535.0,4209.0,5547.0,4623.0,4706.0,5703.0,6123.0,5275.0,5784.0,4736.0,4505.0,5859,5523,5041,6157.0,5459.0,4898,5778,5018,4656.0,5431,4950.0,5511,4893,5501,4972,4911.0,5584,4757.0,5758,5106,5134,6400,4937.0,6038,4910.0,4393,5482,4780.0,5579.0,5269,5905.0,6032.0,6385,6674,5214.0,7769.0,4809.0,5749.0,4902.0
Rebild,3040.0,2901.0,2845.0,2772.0,2710.0,2881.0,3066.0,3208.0,3093.0,3302.0,3558.0,3404.0,3471.0,3538.0,3378.0,3550.0,3389.0,3687.0,3571.0,3784.0,3658.0,3888.0,3713.0,3832.0,4244.0,4173.0,4284.0,4169.0,4619.0,4794.0,5241.0,4711.0,4436.0,4807.0,5305.0,5051.0,4813.0,5258.0,4838.0,5099.0,4806.0,5484.0,5563.0,5075.0,5137.0,4960.0,5010.0,5398.0,5629,5504.0,5617.0,5167,5342.0,5292,6326,6251,6854.0,7418.0,7702.0,7309.0,8040.0,9712.0,8289,8833.0,7298.0,7892,7909.0,8310.0,8609.0,8426.0,7897,8938.0,8148.0,7412.0,8847.0,8094.0,7839.0,7629.0,7201.0,7995.0,7071.0,8048.0,8406.0,7689.0,7424,8886.0,7572.0,8322.0,9093.0,8744.0,8038.0,9353.0,8467.0,8941.0,8272.0,8333.0,8762.0,8843,9783,8584,9358.0,9476.0,8160,9333,8931,9795.0,9192,9416.0,10170,9951,9669,10810,10539.0,9784,9887.0,10406,11561,11336,9999,10409.0,11256,12467.0,10498,11846,10546.0,10790.0,10749,10225.0,12371.0,11248,12136,10500.0,11769.0,12169.0,11969.0,12934.0
Thisted,2750.0,2646.0,2597.0,2485.0,2874.0,2956.0,3038.0,3252.0,3074.0,3171.0,3094.0,3139.0,3092.0,3105.0,3190.0,3277.0,3350.0,3437.0,3560.0,3566.0,3612.0,3696.0,3437.0,3539.0,3859.0,3897.0,4099.0,3880.0,4224.0,4252.0,4007.0,4044.0,4253.0,4242.0,4218.0,4355.0,4492.0,4624.0,4383.0,4201.0,4193.0,4283.0,4533.0,4413.0,4320.0,4614.0,4601.0,4323.0,4742,5071.0,4483.0,4979,4717.0,5348,4798,5017,5958.0,5518.0,5452.0,5736.0,5972.0,6247.0,6289,6407.0,6533.0,6254,6644.0,7142.0,5997.0,6784.0,6278,6183.0,6191.0,6781.0,6733.0,5894.0,6424.0,6537.0,6064.0,5369.0,6409.0,6236.0,5907.0,5619.0,5956,5318.0,5990.0,5496.0,6167.0,6131.0,5347.0,5689.0,6500.0,6768.0,6548.0,5922.0,6229.0,6148,6676,6533,5906.0,6361.0,6285,7142,6149,6810.0,6730,5896.0,6587,7029,6657,7045,6862.0,7502,6710.0,7353,7187,7675,7327,7279.0,7021,7834.0,7567,6985,7059.0,6644.0,7061,6512.0,7136.0,8003,8090,8109.0,7470.0,7978.0,7769.0,7978.0
